nombre,nickname,país,comida_favorita,número_de_la_suerte
Richard,emiller,Northern Mariana Islands,fruta,55
Jesse,morgan17,Samoa,sushi,49
Douglas,william09,Antigua and Barbuda,pizza,84
Alejandro,curtis07,Botswana,fruta,56
Cheryl,hbeard,Moldova,pollo,87
Ashley,kristenanderson,Nepal,pollo,35
Michelle,johnstonmichael,Gambia,sushi,31
James,thomas08,United Kingdom,pasta,78
Derrick,bryce44,Samoa,tacos,51
Jason,krogers,Netherlands Antilles,pizza,55
Aaron,andrew78,Benin,sushi,62
Lisa,dawntaylor,Mali,fruta,2
Lucas,danielterry,Andorra,helado,88
Devin,savannahhart,British Indian Ocean Territory (Chagos Archipelago),hamburguesa,9
Kyle,erik71,Madagascar,pizza,91
Jacob,derek67,Germany,pasta,92
Nicole,whoward,Zambia,pizza,84
Jessica,deckerjamie,Yemen,fruta,53
Michael,hudsonjessica,Iran,helado,27
Jason,angela69,Portugal,ensalada,9
David,tharper,Togo,tacos,53
Ashley,hmckay,Timor-Leste,sushi,4
Michelle,zball,Saint Vincent and the Grenadines,pasta,56
Judith,lhorton,Germany,pizza,33
Joshua,palmerderek,Heard Island and McDonald Islands,pizza,3
John,smithchristina,Grenada,chocolate,93
Kelsey,anthony62,Bahrain,fruta,34
Brett,greenebenjamin,Niger,pasta,92
Shane,joseph91,Micronesia,sushi,62
Kyle,rking,Ethiopia,pollo,72
Troy,danielsalazar,Iran,pizza,74
Jeffrey,edwardgibson,Qatar,pasta,36
Sandra,schaeferkristina,Oman,helado,27
Jennifer,cbarrett,South Africa,fruta,23
Hunter,mccoymatthew,Bulgaria,ensalada,37
Ryan,khill,Spain,pasta,59
Kevin,sabrinajohnson,Ecuador,pollo,53
Randy,connie76,Tonga,hamburguesa,17
Christopher,colin47,Slovenia,pizza,51
Tonya,anthonymorton,Pitcairn Islands,tacos,57
Charles,adamolson,Timor-Leste,pasta,55
Kara,heatherfarley,Mauritius,sushi,70
Anthony,boyderic,Benin,pasta,49
Charlotte,tgordon,Liechtenstein,pasta,43
Angela,josephtorres,Timor-Leste,chocolate,67
Paul,nicolelynch,Thailand,ensalada,22
Tina,mirandasandra,Switzerland,ensalada,89
Johnny,jrobertson,Vanuatu,pasta,80
Brianna,kirkpreston,Ecuador,pizza,67
Nicole,ericgutierrez,French Guiana,fruta,85
Kevin,johnmurray,Somalia,fruta,1
Adam,simmonskathleen,Micronesia,pasta,53
Lisa,stephanie49,Isle of Man,fruta,70
Michele,kevin63,Guernsey,pollo,37
Charles,edward04,Paraguay,tacos,39
John,laurenstevens,Lesotho,helado,62
Craig,lauriehill,Uganda,pollo,23
Maxwell,carrollbarbara,Saint Barthelemy,fruta,20
Craig,kathrynfletcher,Bangladesh,pollo,71
Elizabeth,alyssamiller,Latvia,chocolate,17
Michael,james38,Lebanon,tacos,76
David,smithkristina,Austria,chocolate,68
Jose,jacqueline10,Australia,chocolate,46
Ashley,kevincook,Saint Vincent and the Grenadines,fruta,33
Frederick,andersonchristina,Japan,sushi,96
Lisa,jessicapark,Niue,chocolate,71
Megan,sdelgado,Libyan Arab Jamahiriya,ensalada,63
Shawn,nday,Korea,hamburguesa,71
Dennis,jamiecooper,Nauru,pasta,50
Heather,waltonmary,Madagascar,hamburguesa,82
Eric,flawson,Brazil,pollo,93
Barry,omurphy,Andorra,hamburguesa,37
Brian,joeldavis,Kazakhstan,pasta,74
Joseph,hruiz,Austria,fruta,4
Frederick,tammynelson,Kyrgyz Republic,sushi,97
Gina,parsonsjonathan,Mauritius,tacos,61
Jon,gregory89,Madagascar,pasta,48
Earl,jaimeday,Gibraltar,tacos,99
Morgan,michael80,Saint Pierre and Miquelon,chocolate,58
Joseph,ofletcher,Greenland,tacos,31
Anthony,raymondwest,Albania,chocolate,59
Aaron,david26,Christmas Island,pizza,95
Angela,ronnie92,Vanuatu,ensalada,17
Carrie,keithavila,Netherlands,fruta,12
Becky,teresagray,Heard Island and McDonald Islands,ensalada,60
Charles,ambercook,Indonesia,helado,1
George,kelleyjoshua,Cape Verde,hamburguesa,89
Laura,diane99,Madagascar,helado,62
Alexandra,garnergregory,Burundi,helado,18
Amber,johnsonnatasha,Guinea,chocolate,37
Jason,kgardner,Bangladesh,pizza,15
Maria,fowlerdeborah,Germany,pizza,77
Alex,travis37,Sudan,chocolate,24
Anthony,tdorsey,United States of America,ensalada,74
Jessica,kellyhernandez,China,helado,29
Allison,crawfordwilliam,Benin,helado,81
Christopher,john45,Saint Martin,hamburguesa,99
John,xhammond,Dominica,tacos,49
Stephen,xwhite,Philippines,tacos,99
Alexis,chelseapope,Guernsey,sushi,50
Lori,andremcbride,Morocco,pizza,18
Joseph,edwardmcpherson,Iceland,sushi,16
Scott,hlane,Ireland,tacos,48
Hannah,tjohnson,Korea,helado,14
Patrick,castanedadillon,Niue,chocolate,31
Dennis,rivasfernando,Guyana,fruta,16
Christopher,tjones,Cook Islands,sushi,24
Laurie,phillipsshawn,Seychelles,pollo,7
Jose,lgriffin,Gambia,pollo,78
Victoria,robert25,Seychelles,pollo,90
Kristen,icook,Greenland,hamburguesa,74
Gary,stephanie58,San Marino,pasta,70
Kevin,obaker,Grenada,pollo,57
Yolanda,josecampbell,Cameroon,ensalada,48
William,hdelgado,Andorra,pollo,65
Anthony,scott84,Lesotho,sushi,28
Stephanie,sonyanorris,Indonesia,sushi,28
Jordan,guerrerokevin,Suriname,tacos,64
Mariah,brianreese,Denmark,hamburguesa,71
Ryan,laurakim,Antarctica (the territory South of 60 deg S),hamburguesa,54
Sheena,garyallen,Equatorial Guinea,pizza,32
James,jamesdoyle,India,pizza,35
Mark,scott82,Togo,pasta,60
Robert,xbell,Bulgaria,pasta,96
Christine,ibeltran,Norway,fruta,54
Nathan,salvarez,India,pasta,74
Morgan,gabriellegeorge,Russian Federation,hamburguesa,93
Lorraine,alvarezsarah,Fiji,helado,21
Nicole,kevinstewart,Dominica,helado,44
Paul,mitchell67,Uganda,fruta,31
Todd,kaisergabriela,Gambia,ensalada,85
Heather,stephensonpaige,Kazakhstan,ensalada,10
David,emily97,Western Sahara,hamburguesa,19
Peter,kenneth75,Cocos (Keeling) Islands,tacos,25
Amanda,alyssa89,American Samoa,pizza,23
John,carriecox,Burundi,ensalada,52
Natalie,pbenitez,Netherlands,ensalada,12
Danielle,lambertrobert,Nicaragua,fruta,57
Anthony,bradleypatterson,Ethiopia,ensalada,15
William,michelledawson,British Virgin Islands,pizza,4
Elizabeth,djohnson,Grenada,fruta,36
William,areed,Guadeloupe,tacos,31
Timothy,gdorsey,Turkmenistan,tacos,42
Heather,qrivera,Zambia,pasta,79
Monica,estanley,Norfolk Island,pollo,69
Kristopher,johnny29,Mozambique,fruta,44
Sherry,zacharythomas,Singapore,tacos,11
Gary,gibsoncrystal,Oman,pizza,41
Kimberly,james76,Iran,hamburguesa,12
Derek,tstewart,Cote d'Ivoire,ensalada,93
Matthew,vmcdowell,Chad,fruta,66
Maxwell,marysnyder,Bangladesh,helado,16
Jeffrey,michaelfleming,Falkland Islands (Malvinas),fruta,66
Erika,robert94,Canada,tacos,58
William,jennifer17,Australia,pollo,20
Angela,richardsonkarl,Maldives,fruta,95
Jimmy,dnelson,Montserrat,hamburguesa,93
Steven,walkeranthony,Brazil,ensalada,31
Edward,jenniferhansen,Czech Republic,helado,97
Monica,zacharytaylor,Thailand,tacos,89
Brandon,croman,Philippines,sushi,89
Jeffrey,edwardssarah,Serbia,ensalada,8
Stephen,lucerojoshua,Tunisia,hamburguesa,15
Laura,parkshawn,Cocos (Keeling) Islands,pasta,27
Lauren,imontgomery,Palau,pasta,29
Brenda,jeffreywhite,India,chocolate,5
Jacqueline,jacobcopeland,Madagascar,pizza,17
Juan,lcuevas,Malawi,chocolate,53
Maria,wileymartin,Saint Barthelemy,chocolate,33
Gregory,jlee,Senegal,sushi,38
John,sandravega,Ethiopia,sushi,99
Samuel,joshua60,Brazil,fruta,69
James,christiancohen,Saint Martin,pollo,90
James,hughesstacey,Croatia,pizza,1
Jonathan,qjohnson,South Africa,tacos,80
Dwayne,john00,Tuvalu,pasta,96
Michael,adam51,Isle of Man,pizza,69
Wendy,brownjessica,North Macedonia,ensalada,1
Tonya,jennifernichols,Reunion,sushi,86
Teresa,millerkatherine,Faroe Islands,fruta,76
Elizabeth,summersbrent,Anguilla,pollo,83
Courtney,rmoore,Congo,fruta,44
Danny,levineelizabeth,Iceland,pollo,34
Robert,pmendoza,Malawi,pizza,41
Anthony,dennislindsey,Belarus,chocolate,82
Sierra,juan82,Mexico,pasta,82
Jerome,bradley80,Canada,fruta,17
Heather,kenneth63,France,pasta,48
David,heidirodriguez,Oman,pizza,2
Eugene,alexandrahamilton,Ecuador,pollo,26
Joan,william52,Uganda,pizza,21
Laura,klinebrandy,Spain,fruta,55
Victoria,lisadaniels,Iran,fruta,95
John,lbowman,Netherlands Antilles,pollo,47
Michael,karen03,Estonia,fruta,23
Christy,figueroajeremy,Australia,chocolate,21
Troy,frank22,Saint Lucia,pollo,4
Veronica,donald23,Uganda,hamburguesa,76
Bryan,gordonhester,Bolivia,sushi,73
Kimberly,darrenrogers,Korea,ensalada,3
Edward,meyersemma,North Macedonia,helado,3
Dennis,adamlopez,South Africa,pollo,33
Crystal,garyfischer,Botswana,fruta,27
Dustin,laurabutler,Honduras,chocolate,92
Sherry,amandasmith,Montenegro,pasta,34
Rick,gwilliams,France,chocolate,22
Seth,william60,Lebanon,pizza,10
Christopher,tperry,Guatemala,fruta,51
Christine,knichols,Indonesia,tacos,74
Kevin,iarnold,British Indian Ocean Territory (Chagos Archipelago),sushi,52
Monica,ucastro,Egypt,pizza,76
Johnathan,schultzkelly,Norfolk Island,fruta,87
Matthew,mary85,Egypt,chocolate,66
Jacob,leechelsey,Brazil,pizza,49
Eric,smithaustin,Guatemala,ensalada,41
Wesley,christinehorn,Togo,chocolate,78
Sean,jessicamendoza,Sierra Leone,pollo,9
Shawn,kimberlypeterson,Sri Lanka,chocolate,89
Brian,nicole11,Korea,chocolate,25
Laura,tjames,Mexico,helado,38
Megan,amyaguirre,Aruba,tacos,74
Courtney,ukennedy,Niger,ensalada,72
Emma,williamskristin,Rwanda,fruta,38
Keith,maureenmay,Antarctica (the territory South of 60 deg S),sushi,40
Keith,carolyn37,Cyprus,pasta,94
Elaine,sanchezalison,Burundi,chocolate,28
Brittany,patrickcobb,Saudi Arabia,tacos,69
Gary,icampos,Hong Kong,sushi,38
Amy,sarahwilson,Qatar,ensalada,58
Jennifer,burkeaustin,Bahrain,pollo,60
William,tatedavid,Russian Federation,ensalada,96
Melissa,raven54,Kuwait,pizza,70
Matthew,anthonypeggy,Canada,sushi,92
Suzanne,npratt,Palau,sushi,21
Wesley,claudia18,Turkey,chocolate,82
Linda,wrightmichael,Ethiopia,ensalada,100
Melissa,christopher05,Liechtenstein,chocolate,11
Tamara,ndavis,Wallis and Futuna,helado,11
Samantha,hallalexandria,Italy,fruta,38
Harry,christopher42,Madagascar,ensalada,71
Christina,brownamanda,Netherlands,helado,4
Justin,dawnnunez,Kiribati,chocolate,26
Jason,russellvega,Croatia,fruta,96
Gregory,ohayes,South Georgia and the South Sandwich Islands,helado,36
Sharon,wendy35,United States of America,ensalada,50
Clarence,jbaker,Uganda,sushi,61
Brian,mlopez,Congo,chocolate,59
Brent,hernandeztina,Cape Verde,chocolate,38
Ashley,jillian53,Taiwan,pizza,42
Amanda,colleen19,Tonga,helado,63
Paul,lewisdouglas,Vanuatu,pollo,51
Robert,kelseymarshall,Spain,hamburguesa,91
Debra,amberhouston,Cambodia,pollo,23
Donald,oliviahaley,Tanzania,pasta,66
William,olsonjennifer,Trinidad and Tobago,fruta,73
Thomas,yfisher,Pakistan,chocolate,74
Pamela,donna23,Belize,helado,71
Kathy,xrice,Gabon,helado,41
Catherine,michaelnichols,Guinea-Bissau,fruta,3
Katherine,bfisher,Palestinian Territory,pizza,12
Andrew,shawmorgan,Korea,ensalada,40
Samuel,meredith45,Mozambique,ensalada,2
Angela,hensonstephen,Macao,fruta,47
Denise,longpatricia,Hungary,pizza,73
Justin,brettroberts,Cocos (Keeling) Islands,sushi,48
April,dmayer,Bolivia,helado,40
Tyler,patriciamiller,North Macedonia,chocolate,55
Jill,kevinhall,Martinique,pasta,29
Krista,paula38,Turks and Caicos Islands,tacos,55
David,jacksonbonnie,Singapore,pasta,50
Kristen,sarahduke,Liberia,helado,94
Christina,edwin83,Spain,tacos,88
Marc,amandataylor,Mongolia,ensalada,23
Alejandra,egonzalez,Spain,fruta,10
Wesley,smithkenneth,Heard Island and McDonald Islands,chocolate,1
Cynthia,gwhite,Luxembourg,chocolate,15
William,matthewmoreno,Kuwait,chocolate,97
Jason,kevin85,Wallis and Futuna,helado,13
Robert,bellchad,Tanzania,hamburguesa,8
Emma,hardypatricia,Austria,fruta,28
Adam,maxwelldavid,Cuba,pasta,96
Cynthia,millerjohn,Andorra,hamburguesa,82
Anna,sandersbradley,Micronesia,pasta,93
Jeffrey,sara70,Jamaica,fruta,29
Kelly,michelle15,Ireland,ensalada,19
Elizabeth,rreynolds,Bermuda,chocolate,38
Angela,crichardson,Papua New Guinea,pollo,14
Ronald,udavis,Northern Mariana Islands,chocolate,76
Michael,nchapman,United States of America,tacos,38
Mark,mike57,Germany,tacos,98
Cheryl,sclark,Korea,pasta,31
Tonya,pamelabell,Kazakhstan,sushi,97
Kenneth,kellidaniel,Hong Kong,hamburguesa,56
Jacob,aaronjones,Kenya,ensalada,43
Zachary,meganhull,Malawi,pollo,33
Ronald,langdylan,Belize,pasta,20
Luke,anthony39,Brazil,pasta,22
Brenda,phelpsmichael,Monaco,fruta,78
Andrea,allencameron,Indonesia,tacos,82
Donald,michaelpatterson,Uzbekistan,pollo,47
Kelly,gutierrezcasey,Jordan,pasta,13
Omar,matthew34,Philippines,helado,7
Katie,sarahfuller,Antarctica (the territory South of 60 deg S),fruta,16
Jody,joseph21,Saint Barthelemy,sushi,72
Ryan,schultzchristopher,Luxembourg,sushi,52
Steven,benjaminhurst,Congo,pizza,50
Ivan,mark46,Cook Islands,ensalada,81
Karen,martinezjustin,Seychelles,sushi,6
Kathy,daniel61,Honduras,fruta,75
Juan,bakerjennifer,New Zealand,chocolate,31
Mary,emitchell,Bangladesh,hamburguesa,9
Lisa,bgreen,Armenia,helado,92
Tamara,watsonchristine,Kyrgyz Republic,chocolate,62
Mark,kdavis,Bhutan,pollo,33
Mario,skinnerdouglas,Iraq,sushi,70
Ashley,dsmith,Congo,ensalada,46
Shelby,ronnie32,Angola,chocolate,66
Mark,brownchris,Kyrgyz Republic,sushi,81
David,ginareynolds,Norway,ensalada,49
Sarah,jonessarah,Aruba,fruta,64
Lydia,normanjulie,Senegal,fruta,22
Heather,donaldrosario,Barbados,pizza,59
Joshua,paul89,Cuba,ensalada,26
Regina,melissa94,Jamaica,tacos,15
Katrina,acruz,United Arab Emirates,fruta,55
Samuel,david37,Guatemala,pasta,99
Richard,ricky79,Gambia,ensalada,47
Justin,tbarber,Egypt,hamburguesa,47
Deanna,adamporter,Cameroon,pollo,83
Billy,martinezjean,Pakistan,ensalada,75
Holly,duncanaaron,Aruba,pasta,49
Donald,qnicholson,Pitcairn Islands,tacos,31
Danielle,terrylaurie,Morocco,fruta,66
Michael,trodriguez,Montserrat,helado,75
Anita,fhensley,Ireland,pollo,73
Sherry,mariethompson,Cayman Islands,helado,66
Jennifer,fraziercandice,Christmas Island,chocolate,71
Jennifer,susan41,Micronesia,hamburguesa,83
Margaret,kbrown,Congo,sushi,35
Jasmine,alyssacruz,Chad,sushi,31
Shelby,nicolehernandez,Senegal,pollo,90
Theresa,dneal,Saint Helena,pollo,7
Savannah,ycervantes,South Georgia and the South Sandwich Islands,chocolate,69
Darren,adammiller,Guyana,sushi,18
Randy,xcooper,Rwanda,pizza,76
Joel,qestes,Russian Federation,pizza,34
Elizabeth,john21,Georgia,pollo,84
Ricky,russellcatherine,Andorra,fruta,6
Rebecca,daviskathryn,Brunei Darussalam,helado,93
Susan,matthewwade,Reunion,sushi,68
John,kathryn91,Gibraltar,hamburguesa,99
Joseph,dmartinez,Guadeloupe,hamburguesa,75
Katrina,harrisoncindy,Northern Mariana Islands,fruta,100
Marissa,marcushowe,Solomon Islands,ensalada,72
Jordan,petersondanielle,Jamaica,pizza,76
Jeffrey,joeharrell,Mali,helado,96
Brenda,utaylor,Pakistan,sushi,72
Stephen,robert55,Cote d'Ivoire,tacos,56
John,albertwilliamson,Botswana,pizza,84
Don,vanessa83,Malawi,pasta,42
Jamie,taramendoza,New Caledonia,tacos,56
Kristen,norrisjoseph,Croatia,tacos,11
Dylan,rogercollins,Turks and Caicos Islands,chocolate,74
Scott,theresarhodes,Serbia,pasta,14
William,tamara26,Papua New Guinea,sushi,86
Christopher,yhancock,Romania,pasta,68
Samantha,toddmills,Guadeloupe,helado,31
Philip,garciarobert,Solomon Islands,pasta,41
Christopher,simswhitney,Korea,sushi,43
Cynthia,darlenewells,Hungary,chocolate,33
Jason,taylorlisa,Chad,tacos,57
Michael,rojasheather,Equatorial Guinea,fruta,69
Thomas,kevinwilson,Liechtenstein,hamburguesa,85
Nancy,williamschristopher,Greece,tacos,50
Ronald,gcopeland,Haiti,helado,97
Russell,patricia52,Swaziland,pasta,22
Mike,markjones,Japan,chocolate,68
Katherine,matthewwalker,Montenegro,pizza,81
Jason,chelseamoses,France,helado,13
Victoria,mariah38,Sudan,pollo,2
John,amanda20,Mauritania,pizza,29
Gregory,charlesallen,Cook Islands,chocolate,35
Jared,robinsonlee,Guatemala,helado,16
Krista,sandrafarrell,Equatorial Guinea,pasta,95
Ann,garciasarah,Palestinian Territory,pasta,75
Bianca,kaylagregory,Romania,fruta,77
Ashley,bbrown,Wallis and Futuna,pollo,18
Joshua,ppeters,Netherlands,ensalada,18
Jason,buckjerry,Albania,hamburguesa,75
Daniel,grahamvictoria,Macao,hamburguesa,89
Tiffany,gina81,Afghanistan,pollo,17
Justin,lbell,Mozambique,sushi,13
Lisa,barnesaaron,South Africa,ensalada,13
Willie,jenkinsjessica,Fiji,ensalada,20
Rebecca,marylambert,Chad,chocolate,76
Kimberly,cody67,Kyrgyz Republic,pasta,23
Daniel,fjones,Brunei Darussalam,pizza,53
Jeremy,kayla88,Bulgaria,tacos,89
Alicia,bellandrea,Poland,fruta,59
Heidi,adamcook,Guam,pollo,54
Amy,daniellewilliams,Togo,helado,1
John,lisagilmore,Brazil,pasta,87
Luis,elizabethcunningham,Dominica,helado,45
Brittany,shannonlewis,Tajikistan,helado,50
Angel,eguerrero,French Polynesia,sushi,95
Todd,nbrown,Mozambique,ensalada,72
Anna,gloriacollins,Nicaragua,sushi,97
Robin,racheljones,Myanmar,sushi,2
Steven,thomasnewton,Svalbard & Jan Mayen Islands,fruta,77
Steven,nealnancy,Iceland,pizza,98
Alan,suzannereyes,Jordan,helado,53
Eric,rcummings,United Arab Emirates,ensalada,80
Debra,jedwards,Kyrgyz Republic,sushi,92
David,meaganjones,Gibraltar,chocolate,86
Veronica,peter19,Cyprus,pasta,91
Robin,alexandralandry,Solomon Islands,hamburguesa,72
Rhonda,stephanievasquez,Botswana,helado,97
Claudia,williamjohnson,Mali,pollo,52
Donna,michaelanderson,Liechtenstein,pollo,91
Dustin,huynhanita,Ghana,tacos,57
Kim,danielle47,Belarus,pizza,81
Robin,manueldavenport,Oman,sushi,98
Brianna,matthew05,Slovenia,chocolate,20
Sandra,douglas27,Macao,hamburguesa,30
Matthew,marygreene,Cameroon,pizza,61
Nancy,coryevans,Taiwan,chocolate,76
Lisa,fsaunders,Switzerland,pasta,23
James,carlosmeyer,Bosnia and Herzegovina,fruta,83
Jill,gutierrezmark,Bolivia,chocolate,47
Mary,dianahunt,El Salvador,tacos,32
Jessica,jessicaschmitt,French Polynesia,fruta,28
John,ryan64,Cambodia,sushi,30
Joshua,dadams,Namibia,tacos,93
Kerry,wendy72,Congo,fruta,82
Carl,lmartinez,Marshall Islands,fruta,58
Derrick,tjohnson,Peru,sushi,64
Laura,lisa42,Yemen,chocolate,29
Matthew,rholden,Mauritius,pasta,60
Joshua,wilsonamy,Holy See (Vatican City State),ensalada,83
Rhonda,ryan15,Peru,pollo,5
Alexis,voliver,Bhutan,chocolate,90
William,pburns,British Indian Ocean Territory (Chagos Archipelago),hamburguesa,46
Krystal,leachjavier,Botswana,tacos,54
John,valenciacory,Cote d'Ivoire,pollo,83
Tyler,ihartman,Anguilla,hamburguesa,98
David,edwardsdavid,Bhutan,sushi,77
Cynthia,benjamin75,Australia,ensalada,23
Carla,natashaanderson,Timor-Leste,tacos,43
Renee,gonzalezcory,Wallis and Futuna,chocolate,68
Patrick,wjones,Colombia,ensalada,4
Bryce,douglasramirez,Puerto Rico,fruta,9
Taylor,brendan01,Switzerland,chocolate,49
Jonathan,james99,Palau,fruta,48
Melissa,kelly91,Bolivia,pizza,92
Hayley,christopherphillips,Netherlands Antilles,ensalada,78
David,jacqueline81,Saint Pierre and Miquelon,tacos,50
John,isaiah68,Western Sahara,pasta,72
Nicole,tyler07,Saint Helena,fruta,82
Jacqueline,zphillips,Guadeloupe,fruta,53
William,mwelch,Armenia,ensalada,92
Tonya,donald27,Libyan Arab Jamahiriya,chocolate,73
Andrea,balexander,New Zealand,ensalada,18
Jill,alanjennings,Georgia,helado,87
Laura,scott26,Palau,tacos,63
Megan,angela20,Nicaragua,helado,18
Nicholas,nryan,Moldova,chocolate,98
Andrew,vstrickland,Myanmar,sushi,42
Carly,nicole57,Nicaragua,pasta,76
Christopher,mooreann,New Caledonia,pizza,50
Michael,joseph05,Paraguay,pollo,54
Lisa,erickeller,French Southern Territories,ensalada,12
Catherine,vwilson,Honduras,pasta,32
Christopher,rebecca72,Namibia,fruta,76
Amanda,stephaniewagner,Korea,helado,92
Ashley,omartin,Isle of Man,sushi,96
Connor,karen87,Saint Pierre and Miquelon,helado,98
Justin,dianeconley,Gambia,chocolate,42
Monique,jocelynsandoval,Belize,chocolate,9
Patricia,pacemichael,Antigua and Barbuda,fruta,23
Desiree,zwhite,Chad,pizza,94
Laura,hevans,Cape Verde,hamburguesa,33
Brittney,anthonygarcia,Lebanon,fruta,4
Renee,kim92,Anguilla,pizza,64
Stacey,powellamanda,Wallis and Futuna,hamburguesa,3
Brian,matthew74,Bulgaria,pasta,76
James,william35,Tokelau,helado,40
Adam,alicia53,Congo,sushi,91
Brittany,ewhitehead,Latvia,fruta,25
Laura,xhernandez,Mozambique,ensalada,89
Elizabeth,lance02,Swaziland,fruta,17
Kristi,montgomerycourtney,Benin,hamburguesa,20
Jennifer,bgoodman,Slovenia,sushi,42
Mark,austin64,United Arab Emirates,pizza,9
Jessica,kellymoreno,Christmas Island,fruta,64
Lorraine,hannah12,Cayman Islands,pizza,31
Christopher,otaylor,Vanuatu,fruta,33
Lori,davidmcintosh,Swaziland,pizza,59
Gregory,wturner,Sweden,pollo,19
Megan,hsimon,Christmas Island,fruta,19
Kristen,xkane,Pakistan,chocolate,3
Robert,jjones,Isle of Man,hamburguesa,67
Jennifer,harrisonbryan,Greenland,hamburguesa,74
Alex,mike73,Turkey,sushi,17
Luis,monicathomas,Sweden,fruta,28
Nicolas,mendezlucas,Northern Mariana Islands,chocolate,23
Donald,lcrawford,Cocos (Keeling) Islands,tacos,20
Thomas,victoriafletcher,Jordan,pollo,84
Zachary,jacob05,Cameroon,fruta,94
Stacy,jose85,Kuwait,pasta,87
Lauren,danaclark,Bangladesh,chocolate,40
Robert,dclark,Ireland,pollo,38
Michelle,pwyatt,Iran,pizza,70
